hash,msg,insertions
fcfb57e3978d7252adee94ed48da424bc4d02522,"Applied Nathan's C++ API for ActiveMQ

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@382028 13f79535-47bb-0310-9956-ffa450edef68",8402
3bf29aa0625e013a1853a7adab5ac1270cf84cb5,"enabled the marshalling of C++ code by default

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@382081 13f79535-47bb-0310-9956-ffa450edef68",2
2f6054959ad0af33770fd3f1a037a9ab5bf60e3e,"added test case and fix for JMSType header

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@382086 13f79535-47bb-0310-9956-ffa450edef68",8
5fbce8982c7c94ff4f22c995336e294f9d71fd91,"disabled test due to AMQ-583

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@382359 13f79535-47bb-0310-9956-ffa450edef68",3
3bdf883d0490d81f77ece834d1f1dd45ecdcf082,"BSDish lic.  we can redistribut this code.


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@382462 13f79535-47bb-0310-9956-ffa450edef68",715
981cef5f84b94045b269d8b58fcc83eae1a67b9c,"Added test case to verify that the group id could be set using STOMP, in reference to:
http://forums.activemq.org/posts/list/442.page

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@382544 13f79535-47bb-0310-9956-ffa450edef68",29
4e28bcea8fd0673073ef30b932f429552ad4ba86,"added example of setting the pendingMessageLimitStrategy

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@382708 13f79535-47bb-0310-9956-ffa450edef68",5
178515aa3280a8b07c3b147406a8eb7410be99ed,"added an alternative eviction strategy

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@382830 13f79535-47bb-0310-9956-ffa450edef68",48
62c28d1b77acb3d5b4363a4abf41130d1e97e5c1,"Added methods to create/destroy durable subscriber

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@382890 13f79535-47bb-0310-9956-ffa450edef68",30
42ac3f1afce1cd707a4b7c4834a700da59103e54,"include tools.jar in the Gram classpath, since that's where javadoc classes are.  If java home is not the JDK, this may not work.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@383064 13f79535-47bb-0310-9956-ffa450edef68",1
2949d2657a690d1f5b031e192ee1b447d9c5fabe,"Send a ShutdownInfo so that broker knows that we are doing a clean disconnect.


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@383298 13f79535-47bb-0310-9956-ffa450edef68",1
83b624fe8ea253b641451b752590ad241d8fe887,"Exclude the QueueClusterTest so that build process won't hang

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@383474 13f79535-47bb-0310-9956-ffa450edef68",3
204e9408092698905ac70385e20bcf1f015076c9,"added helper method

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@383516 13f79535-47bb-0310-9956-ffa450edef68",6
e7d32ad93db126edfa1deff874faa0440f6611c8,"Adding initial maven layout for activemq-dotnet project


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@383568 13f79535-47bb-0310-9956-ffa450edef68",242
4af97546537765c015951f9500ced2f36271122a,"Added a timeout to the client connection to prevent hanging.
Added some cleanup codes.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@383814 13f79535-47bb-0310-9956-ffa450edef68",9
eba4c9cfa8b46d3b546b89b1ecfaec6742dd9af8,"initial spike of a UDP based transport - completely untested so far :)

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@383893 13f79535-47bb-0310-9956-ffa450edef68",819
f8e1c0ebe595a6186f2ea8b3649ae22646e44cb2,"added helper methods for NIO/AIO/UDP based transports

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@383980 13f79535-47bb-0310-9956-ffa450edef68",40
05b81ba8beba4e1d960ae3352d414b91429286ee,"Added test case for UDP

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@383984 13f79535-47bb-0310-9956-ffa450edef68",171
bd04e351e73d0d2304bc3be443916581efa1bbd8,"From PVillacorta - Fix IE issue where 1 message is received multiple times.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@384166 13f79535-47bb-0310-9956-ffa450edef68",2
7e6e788362bf5205da95226ea0eeb84936a3e4bb,"Added sleep after tearDown to give the jetty server enough time to shutdown before starting the next run.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@384170 13f79535-47bb-0310-9956-ffa450edef68",6
8776a4154e438a662a3392bb432f1c293fe23744,"added helper method to create non-persistent output streams together with added more javadoc

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@384173 13f79535-47bb-0310-9956-ffa450edef68",14
f692aa3781bdfd5286ed93a3312e70f8ca835cd3,"added slow consumer config

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@384181 13f79535-47bb-0310-9956-ffa450edef68",7
d47ce01a850f633eb5828837b5c47c191da8e61b,"deal with mbeans being already unregistered gracefully

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@384185 13f79535-47bb-0310-9956-ffa450edef68",3
ef59d2c1e330cb06a8f00184a674f9c70b23bc4a,"latest generated openwire code

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@384232 13f79535-47bb-0310-9956-ffa450edef68",57
5d9d499e663a80d3b1f53fc0485c378d3053396f,"Fix so that we can get the messages.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@384255 13f79535-47bb-0310-9956-ffa450edef68",1
138d9cfffaf1adc72f22f6e492c6711aaa6e0327,"added MBean unit test case

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@384256 13f79535-47bb-0310-9956-ffa450edef68",151
b86da466e6cbfa990745b30c6c380d5df1cf12c5,"disabled some failing test cases until we can fix 'em

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@384479 13f79535-47bb-0310-9956-ffa450edef68",7
9718909422f15a1d4684ba7ada19e60e883e7215,"soak test module . module will not be included on the default build and will be ran now and again to test messages consumed and msg order  are correct on large for large amt of msg

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@384490 13f79535-47bb-0310-9956-ffa450edef68",568
22bb1bdd413448a79ad639223f848abde7c3f32b,"added helper method

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@384568 13f79535-47bb-0310-9956-ffa450edef68",10
c2c3cc20c0b3a8f3364c6665a8def35946783344,"Added request(Command. timeout) to transport 

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@384854 13f79535-47bb-0310-9956-ffa450edef68",4
a4c6dc40c42ac4beb58f3f947f448558c1be973c,"disabled hanging test case

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@385502 13f79535-47bb-0310-9956-ffa450edef68",2
80fc4969fcbeeb7963609e5b275190cff805763d,"disabled hanging test case

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@385504 13f79535-47bb-0310-9956-ffa450edef68",5
f2a0184a851ffd2a9cdd8cdef3142d9a1b79e1b8,"added javadoc

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@385510 13f79535-47bb-0310-9956-ffa450edef68",9
e614534e721554a425ed8dff2a3e65b0cfbd980e,"Added assertion to test that system properties can be used to configure broker settings.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@385690 13f79535-47bb-0310-9956-ffa450edef68",3
85cc87a5a53729edf1501a58b2df57d68f40e05b,"Commented out HttpsTransportBrokerTest.java because it hangs.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@386303 13f79535-47bb-0310-9956-ffa450edef68",3
baab4b209ec23e59b4d389e18aeea2c6fc324506,"Also set the dispatchAsync when using connection consumers (use in MDB dispatching).

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@386335 13f79535-47bb-0310-9956-ffa450edef68",3
2edfb2864ce8baf495fe783f6ffee021085e2a2f,"Add the jetty jars to the distribution.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@386484 13f79535-47bb-0310-9956-ffa450edef68",6
24235a99e49234baaf75f1e0b0373a41e9f44dfc,"limit the child when the parent is limited.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@386504 13f79535-47bb-0310-9956-ffa450edef68",4
13adb80274333421ca2c71aecf0138897dfeb4bb,"http://jira.activemq.org/jira/browse/AMQ-631


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@386546 13f79535-47bb-0310-9956-ffa450edef68",1
0ae30b3e87276f14d5b3ed71f3b9c7450ba6e297,"added a few more properties to the multicast transport

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@386581 13f79535-47bb-0310-9956-ffa450edef68",24
27a677f459ab3cf6f7779dd5dd69b76114fe708f,"added the ability to configure the redelivery policy on the activation spec

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@386654 13f79535-47bb-0310-9956-ffa450edef68",65
d5b3b819ba8f695e011914ed82daa46094df0cf2,"Created a STOMP PHP client.


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@386940 13f79535-47bb-0310-9956-ffa450edef68",235
7ae0081e7e6936e9af827f5ca197d9c6b4e10693,"ignore the KeepAlives

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@387555 13f79535-47bb-0310-9956-ffa450edef68",2
1b60ebbea5502153c8130a4e4274f90e08ed4035,"Applied patch at: http://jira.activemq.org/jira/browse/AMQ-632

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@387561 13f79535-47bb-0310-9956-ffa450edef68",1
bc4efeac5d4bc5c6da2424e68d90ca54659aad54,"Disabling the HTTP tests for now since they doing reliably pass for me

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@387571 13f79535-47bb-0310-9956-ffa450edef68",3
d56eda03db8913ecb6b549513d1e32b0f72b7e53,"dumping first cut of kaha in SVN

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@387586 13f79535-47bb-0310-9956-ffa450edef68",6211
4c96523c6af23928e2b6930d0208416db0f139a5,"adding a log debugging statement so that if table creation fails we have some hopes of seeing what the statement looked like that failed.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@387908 13f79535-47bb-0310-9956-ffa450edef68",1
72f1594b393c859f1ba6542fea82abf04dfcd3f0,"Added a way to get the socket address that a transport server is accepting connection on.  Needed by gbean modules.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@388208 13f79535-47bb-0310-9956-ffa450edef68",5
694120cd299b70a688ac1deb857d4a7c32d16c84,"made the destination map easier to navigate

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@389019 13f79535-47bb-0310-9956-ffa450edef68",17
af9ee400753896ec35f0011a13f0447b23ba4e94,"Creating a project doap file so we can be included at http://projects.apache.org/index.html


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@389208 13f79535-47bb-0310-9956-ffa450edef68",42
0797d088d30910c54795daff76ceab10469a9963,"https://issues.apache.org/activemq/browse/AMQ-660
adding support for MaxDB

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@389551 13f79535-47bb-0310-9956-ffa450edef68",36
02d5f187ed05be1b0f6464401a12109041b61bd4,"Applied patch https://issues.apache.org/activemq/browse/AMQ-668
Thanks Bruce!


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@389608 13f79535-47bb-0310-9956-ffa450edef68",4
38d8b832efd46214c50320a20c1e695f3ade61e3,"Better content-length handling.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@389845 13f79535-47bb-0310-9956-ffa450edef68",4
f1e3420e1db4c1723b16e72e4e961ee339740f1b,"better debug so we can see the sql statement being executed.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@389893 13f79535-47bb-0310-9956-ffa450edef68",1
1a917fe88f6d6e464eb97d954d1852f3aebd3d92,"added test case for rendezvous

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@390163 13f79535-47bb-0310-9956-ffa450edef68",29
e44aee930ea5d9e481ec23a62f8f82521abd541d,"added properties for userName/password

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@390370 13f79535-47bb-0310-9956-ffa450edef68",34
f732943141c343002e12d11e5954c16f44cff168,"disabled rendezvous test by default as it fails on some OS'es

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@390375 13f79535-47bb-0310-9956-ffa450edef68",3
7ed7b25dbe7522ce08e60d53207c6e8a937d9572,"include mx4j tools in the optional dir.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@390445 13f79535-47bb-0310-9956-ffa450edef68",9
ff6a6e834e3e5edc276d7debbabc3b46e839ac75,"test transactions don't through any funnies

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@391052 13f79535-47bb-0310-9956-ffa450edef68",90
3b1a7d66dec05f81d24e781963e53a18d5cb6041,"comment out KahaXARecoveryBrokerTest

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@391607 13f79535-47bb-0310-9956-ffa450edef68",4
5982b208d40a2b940bf5931f3e7bb1975697b592,"added initial config file for DB2 universal driver

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@391998 13f79535-47bb-0310-9956-ffa450edef68",1
67064db83227c0f78e017d3e6d7159749d558b04,"Fix for problem reported by: Christopher G. Stach II

We're using Resin and trying to use 4.0-RC2.  It just so happens that
Resin makes this call in ConnectionPool.init(ManagedConnectionFactory):

ManagedConnection mConn = mcf.createManagedConnection(subject, null);

So, eventually that null info gets dereferenced and BOOM!

com.caucho.server.webapp.Application.start java.lang.NullPointerException
       at org.apache.activemq.ra.ActiveMQResourceAdapter.createConnectionFactory(ActiveMQResourceAdapter.java:156)
       at org.apache.activemq.ra.ActiveMQResourceAdapter.makeConnection(ActiveMQResourceAdapter.java:100)
       at org.apache.activemq.ra.ActiveMQManagedConnectionFactory.createManagedConnection(ActiveMQManagedConnectionFactory.java:103)
       at com.caucho.jca.ConnectionPool.init(ConnectionPool.java:462)

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@392556 13f79535-47bb-0310-9956-ffa450edef68",3
82704c072531beee0796aac5bc37195d8dd9eb78,"restructure for AjaxServlet

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@392829 13f79535-47bb-0310-9956-ffa450edef68",2383
fdd4b4e3e813b3bb303264226386d1e90fa0a5e7,"Added test case for multiple consumers

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@392888 13f79535-47bb-0310-9956-ffa450edef68",38
a1e410f761253564f599ff6c2b6a42c1e19398ae,"another memory leak fixed

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@392929 13f79535-47bb-0310-9956-ffa450edef68",2
ad612f59d02cc85c9a1d3958e34818296b9fbcfa,"Fix compile.


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@393126 13f79535-47bb-0310-9956-ffa450edef68",10
3e69e735b0be66ad9659cc854171bb19a7e7716e,"Fixed TwoBrokerTopicSendReceiveUsingHttpTest test.


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@393569 13f79535-47bb-0310-9956-ffa450edef68",8
6d366dcc85f9594535b20aa70b37647cc91ae313,"fine tuning, client control commands etc.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@393913 13f79535-47bb-0310-9956-ffa450edef68",14
2e035301e2a95ad0f39131a236ec055baf77acf2,"dded client control commands (Java clients mainly)


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@393917 13f79535-47bb-0310-9956-ffa450edef68",166
ef276909f10d58ccfe1a283dcefaac4d3856d5e4,"Added client control commands


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@393918 13f79535-47bb-0310-9956-ffa450edef68",99
70c5073fb320c7bbaf8e154ae7a5987d1d815ebf,"Fix compile.


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@394261 13f79535-47bb-0310-9956-ffa450edef68",5
3ecdb62bf5922ec9db7c88a54f47a1c7e17cbffc,"We now check to see it org.apache.activeio.journal.active.DisableLocking system property is set to true, if so we don't attempt to do any file locking.  
Used to help work around Hibernate ClassCastException.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@394992 13f79535-47bb-0310-9956-ffa450edef68",7
9cf5f45cf67ca968bf634362891aa8012e6e107c,"If we get an async exception, report it to all blocked sync requests.
https://issues.apache.org/activemq/browse/AMQ-691


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@395641 13f79535-47bb-0310-9956-ffa450edef68",26
0fa774501e64f46fb1de4a20388217e31bf30d80,"added the notice file

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@395812 13f79535-47bb-0310-9956-ffa450edef68",11
75c9b638be0653463cd6f160855fbafacf38ddcb,"Close data files when the store is closed

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@396040 13f79535-47bb-0310-9956-ffa450edef68",1
53454ccb362ff19ef827d9d3d158155b295570d6,"Don't open data files again if the store has been closed.. on windows tests were failing since the open data files could not be deleted.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@396583 13f79535-47bb-0310-9956-ffa450edef68",2
